@id,dc:source,dct:description,op:featureOfInterest,op:objectOfInterest,qudt:generalization,qudt:generalizationOfSystem,qudt:specialization,qudt:unit,rdf:type,rdfs:comment,rdfs:label,rdfs:seeAlso,skos:altLabel,skos:broader,skos:broaderTransitive,skos:changeNote,skos:definition,skos:historyNote,skos:member,skos:narrower,skos:notation,skos:prefLabel,skos:related
<http://registry.it.csiro.au/def/environment/property/solids-fixed_suspended>,eReefs,"'The ""Fixed Solids"" is the term applied to the residue of any one of the following ""Total Solids"", ""Total Suspended Solids"", or ""Total Dissolved Solids"" after igniting at 500 ± 50ºC while the weight lost after ignition is the ""Volatile Solids"".'^^xsd:string","",<http://registry.it.csiro.au/def/environment/object/solids>,<http://registry.it.csiro.au/def/environment/property/solids-fixed>|<http://registry.it.csiro.au/def/environment/property/solids-total_suspended>|<http://registry.it.csiro.au/def/environment/quantity-kind/RelativeAbundance>,"","","",skos:Concept|op:ScaledQuantityKind,"",fixed suspended solids,"","",<http://registry.it.csiro.au/def/environment/property/solids-fixed>|<http://registry.it.csiro.au/def/environment/quantity-kind/RelativeAbundance>|<http://registry.it.csiro.au/def/environment/property/solids-total_suspended>,"","","'The ""Fixed Solids"" is the term applied to the residue of any one of the following ""Total Solids"", ""Total Suspended Solids"", or ""Total Dissolved Solids"" after igniting at 500 ± 50ºC while the weight lost after ignition is the ""Volatile Solids"".'^^xsd:string","","","","",'fixed suspended solids'@en,""
<http://registry.it.csiro.au/def/environment/property/solids-suspended_volatile>,eReefs,"'The ""Fixed Solids"" is the term applied to the residue of any one of the following ""Total Solids"", ""Total Suspended Solids"", or ""Total Dissolved Solids"" after igniting at 500 ± 50ºC while the weight lost after ignition is the ""Volatile Solids"".'^^xsd:string","",<http://registry.it.csiro.au/def/environment/object/solids>,<http://registry.it.csiro.au/def/environment/quantity-kind/RelativeAbundance>,"","","",op:ScaledQuantityKind|skos:Concept,"",suspended volatile solids,"","",<http://registry.it.csiro.au/def/environment/quantity-kind/RelativeAbundance>,"","","'The ""Fixed Solids"" is the term applied to the residue of any one of the following ""Total Solids"", ""Total Suspended Solids"", or ""Total Dissolved Solids"" after igniting at 500 ± 50ºC while the weight lost after ignition is the ""Volatile Solids"".'^^xsd:string","","","","",'suspended volatile solids'@en,""
<http://registry.it.csiro.au/def/environment/property/solids-total>,eReefs,"'The ""Fixed Solids"" is the term applied to the residue of any one of the following ""Total Solids"", ""Total Suspended Solids"", or ""Total Dissolved Solids"" after igniting at 500 ± 50ºC while the weight lost after ignition is the ""Volatile Solids"".'^^xsd:string","",<http://registry.it.csiro.au/def/environment/object/solids>,<http://registry.it.csiro.au/def/environment/quantity-kind/RelativeAbundance>,"",<http://registry.it.csiro.au/def/environment/property/solids-fixed>|<http://registry.it.csiro.au/def/environment/property/solids-total_suspended>|<http://registry.it.csiro.au/def/environment/property/solids-total_volatile>|<http://registry.it.csiro.au/def/environment/property/solids-total_dissolved>,"",skos:Concept|op:ScaledQuantityKind,"",total solids,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/quantity-kind/RelativeAbundance>,"","","'The ""Fixed Solids"" is the term applied to the residue of any one of the following ""Total Solids"", ""Total Suspended Solids"", or ""Total Dissolved Solids"" after igniting at 500 ± 50ºC while the weight lost after ignition is the ""Volatile Solids"".'^^xsd:string","","",<http://registry.it.csiro.au/def/environment/property/solids-total_dissolved>|<http://registry.it.csiro.au/def/environment/property/solids-total_volatile>|<http://registry.it.csiro.au/def/environment/property/solids-fixed>|<http://registry.it.csiro.au/def/environment/property/solids-total_suspended>,"",'total solids'@en,""
<http://registry.it.csiro.au/def/environment/property/solids-total_dissolved>,eReefs,'total dissolved solids'@en,"",<http://registry.it.csiro.au/def/environment/object/solids>,<http://registry.it.csiro.au/def/environment/property/solids-total>|<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/quantity-kind/RelativeAbundance>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,skos:Concept|op:ScaledQuantityKind|qudt:ChemistryQuantityKind,"",total dissolved solids,"","",<http://registry.it.csiro.au/def/environment/property/solids-total>|<http://registry.it.csiro.au/def/environment/quantity-kind/RelativeAbundance>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","",'TDS'^^xsd:string,'total dissolved solids'@en,""
<http://registry.it.csiro.au/def/environment/property/solids-total_fine_suspended>,eReefs,'fine total suspended solids'@en,"",<http://registry.it.csiro.au/def/environment/object/solids>,<http://registry.it.csiro.au/def/environment/quantity-kind/RelativeAbundance>|<http://registry.it.csiro.au/def/environment/property/solids-total_suspended>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://qudt.org/vocab/unit#KilogramPerCubicMeter>,skos:Concept|op:ScaledQuantityKind,"",fine total suspended solids,"","",<http://registry.it.csiro.au/def/environment/property/solids-total_suspended>|<http://registry.it.csiro.au/def/environment/quantity-kind/RelativeAbundance>,"",'Added 5/9/2013'^^xsd:string,"","","","","",'fine total suspended solids'@en,""
<http://registry.it.csiro.au/def/environment/property/solids-total_suspended>,eReefs,"'The ""Fixed Solids"" is the term applied to the residue of any one of the following ""Total Solids"", ""Total Suspended Solids"", or ""Total Dissolved Solids"" after igniting at 500 ± 50ºC while the weight lost after ignition is the ""Volatile Solids"".'^^xsd:string","",<http://registry.it.csiro.au/def/environment/object/solids>,<http://registry.it.csiro.au/def/environment/property/solids-total>|<http://registry.it.csiro.au/def/environment/quantity-kind/RelativeAbundance>,"",<http://registry.it.csiro.au/def/environment/property/solids-total_fine_suspended>|<http://registry.it.csiro.au/def/environment/property/solids-fixed_suspended>,<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,skos:Concept|op:ScaledQuantityKind,"",total suspended solids,<http://dbpedia.org/resource/Total_suspended_solids>,'total suspended sediment'^^xsd:string|'non-filterable residue'^^xsd:string,<http://registry.it.csiro.au/def/environment/quantity-kind/RelativeAbundance>|<http://registry.it.csiro.au/def/environment/property/solids-total>,"","","'The ""Fixed Solids"" is the term applied to the residue of any one of the following ""Total Solids"", ""Total Suspended Solids"", or ""Total Dissolved Solids"" after igniting at 500 ± 50ºC while the weight lost after ignition is the ""Volatile Solids"".'^^xsd:string","","",<http://registry.it.csiro.au/def/environment/property/solids-total_fine_suspended>|<http://registry.it.csiro.au/def/environment/property/solids-fixed_suspended>,"",'total suspended solids'@en,""
<http://registry.it.csiro.au/def/environment/property/solids-total_volatile>,eReefs,"'The ""Fixed Solids"" is the term applied to the residue of any one of the following ""Total Solids"", ""Total Suspended Solids"", or ""Total Dissolved Solids"" after igniting at 500 ± 50ºC while the weight lost after ignition is the ""Volatile Solids"".'^^xsd:string","",<http://registry.it.csiro.au/def/environment/object/solids>,<http://registry.it.csiro.au/def/environment/quantity-kind/RelativeAbundance>|<http://registry.it.csiro.au/def/environment/property/solids-total>,"","","",op:ScaledQuantityKind|skos:Concept,"",total volatile solids,"","",<http://registry.it.csiro.au/def/environment/property/solids-total>|<http://registry.it.csiro.au/def/environment/quantity-kind/RelativeAbundance>,"","","'The ""Fixed Solids"" is the term applied to the residue of any one of the following ""Total Solids"", ""Total Suspended Solids"", or ""Total Dissolved Solids"" after igniting at 500 ± 50ºC while the weight lost after ignition is the ""Volatile Solids"".'^^xsd:string","","","","",'total volatile solids'@en,""
<http://registry.it.csiro.au/def/environment/property/streptococcus_concentration>,eReefs,'streptococcus concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/streptococcus>,<http://qudt.org/vocab/quantity#MicrobialFormation>,"","","",skos:Concept|qudt:BiologyQuantityKind|op:ScaledQuantityKind,"",streptococcus concentration,"","",<http://qudt.org/vocab/quantity#MicrobialFormation>,"","","","","","","",'streptococcus concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/strontium_concentration>,eReefs,'strontium concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/strontium>,<http://registry.it.csiro.au/def/environment/property/alkaline_earth_metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,skos:Concept|qudt:ChemistryQuantityKind|op:ScaledQuantityKind,"",strontium concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/alkaline_earth_metal_concentration>,"","","","","","","",'strontium concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/styrene_concentration>,eReefs,'styrene concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/styrene>,<http://registry.it.csiro.au/def/environment/property/hydrocarbon_concentration>|<http://registry.it.csiro.au/def/environment/property/plasticiser_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,qudt:ChemistryQuantityKind|op:ScaledQuantityKind|skos:Concept,"",styrene concentration,"",'Phenylethene concentration'^^xsd:string|'phenyl ethene concentration'^^xsd:string|'vinyl benzene concentration'^^xsd:string,<http://registry.it.csiro.au/def/environment/property/hydrocarbon_concentration>|<http://registry.it.csiro.au/def/environment/property/plasticiser_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'styrene concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/sulfate_as_S_concentration>,eReefs,'sulfate as S concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/sulfur>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>,"",<http://registry.it.csiro.au/def/environment/property/sulfur_organic_concentration>,<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,skos:Concept|qudt:ChemistryQuantityKind|op:ScaledQuantityKind,"",sulfate as S concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>,"","","","","",<http://registry.it.csiro.au/def/environment/property/sulfur_organic_concentration>,"",'sulfate as S concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/sulfate_concentration>,eReefs,'sulphate concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/sulfate>,<http://qudt.org/vocab/quantity#Concentration>,"","","",skos:Concept|op:ScaledQuantityKind|qudt:ChemistryQuantityKind,"",sulphate concentration|sulfate concentration,"","",<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'sulphate concentration'@en|'sulfate concentration'@en-us,""
<http://registry.it.csiro.au/def/environment/property/sulfide_as_S_concentration>,eReefs,'sulphide as S concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/sulfur>,<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"",<http://registry.it.csiro.au/def/environment/property/sulfur_organic_concentration>,"",skos:Concept|qudt:ChemistryQuantityKind|op:ScaledQuantityKind,"",sulphide as S concentration|sulfide as S concentration,"","",<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","",<http://registry.it.csiro.au/def/environment/property/sulfur_organic_concentration>,"",'sulphide as S concentration'@en|'sulfide as S concentration'@en-us,<http://registry.it.csiro.au/def/environment/property/sulfur_concentration>
<http://registry.it.csiro.au/def/environment/property/sulfide_concentration>,eReefs,'sulphide concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/sulfide>,<http://registry.it.csiro.au/def/environment/property/chemical_compound_concentration>|<http://registry.it.csiro.au/def/environment/property/chemical_entity_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"",<http://registry.it.csiro.au/def/environment/property/iron_sulfide_concentration>|<http://registry.it.csiro.au/def/environment/property/pyrite_concentration>|<http://registry.it.csiro.au/def/environment/property/hydrogen_sulfide_concentration>|<http://registry.it.csiro.au/def/environment/property/carbon_disulfide_concentration>,<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,op:ScaledQuantityKind|skos:Concept|qudt:ChemistryQuantityKind,"",sulfide concentration|sulphide concentration,"","",<http://registry.it.csiro.au/def/environment/property/chemical_entity_concentration>|<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/chemical_compound_concentration>,"","","","","",<http://registry.it.csiro.au/def/environment/property/iron_sulfide_concentration>|<http://registry.it.csiro.au/def/environment/property/hydrogen_sulfide_concentration>|<http://registry.it.csiro.au/def/environment/property/carbon_disulfide_concentration>|<http://registry.it.csiro.au/def/environment/property/pyrite_concentration>,"",'sulphide concentration'@en|'sulfide concentration'@en-us,""
<http://registry.it.csiro.au/def/environment/property/sulfite_as_S_concentration>,eReefs,'sulphite as S concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/sulfur>,<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"",<http://registry.it.csiro.au/def/environment/property/sulfur_organic_concentration>,"",skos:Concept|qudt:ChemistryQuantityKind|op:ScaledQuantityKind,"",sulfite as S concentration|sulphite as S concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>,"","","","","",<http://registry.it.csiro.au/def/environment/property/sulfur_organic_concentration>,"",'sulphite as S concentration'@en|'sulfite as S concentration'@en-us,<http://registry.it.csiro.au/def/environment/property/sulfur_concentration>
<http://registry.it.csiro.au/def/environment/property/sulfite_concentration>,eReefs,'sulphite concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/sulfite>,<http://qudt.org/vocab/quantity#Concentration>,"","","",op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"",sulfite concentration|sulphite concentration,"","",<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'sulfite concentration'@en-us|'sulphite concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/sulfur_concentration>,eReefs,'sulphur concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/sulfur>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>,"",<http://registry.it.csiro.au/def/environment/property/sulfur_organic_concentration>,<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,op:ScaledQuantityKind|skos:Concept|qudt:ChemistryQuantityKind,"",sulphur concentration|sulfur concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/non-metal_concentration>,"","","","","",<http://registry.it.csiro.au/def/environment/property/sulfur_organic_concentration>,"",'sulphur concentration'@en|'sulfur concentration'@en-us,""
<http://registry.it.csiro.au/def/environment/property/sulfur_dioxide_concentration>,eReefs,'sulphur dioxide concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/sulfur_dioxide>,<http://qudt.org/vocab/quantity#Concentration>,"","","",qudt:ChemistryQuantityKind|op:ScaledQuantityKind|skos:Concept,"",sulphur dioxide concentration|sulfur dioxide concentration,"","",<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'sulfur dioxide concentration'@en-us|'sulphur dioxide concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/sulfur_organic_concentration>,eReefs,'organic sulphur concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/sulfur_organic>,<http://registry.it.csiro.au/def/environment/property/sulfite_as_S_concentration>|<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/sulfur_concentration>|<http://registry.it.csiro.au/def/environment/property/sulfide_as_S_concentration>|<http://registry.it.csiro.au/def/environment/property/sulfate_as_S_concentration>|<http://registry.it.csiro.au/def/environment/property/organic_compound_concentration>,"","","",skos:Concept|qudt:ChemistryQuantityKind|op:ScaledQuantityKind,"",organic sulphur concentration|organic sulfur concentration,"","",<http://registry.it.csiro.au/def/environment/property/sulfite_as_S_concentration>|<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/sulfur_concentration>|<http://registry.it.csiro.au/def/environment/property/sulfate_as_S_concentration>|<http://registry.it.csiro.au/def/environment/property/organic_compound_concentration>|<http://registry.it.csiro.au/def/environment/property/sulfide_as_S_concentration>,"","","","","","","",'organic sulfur concentration'@en-us|'organic sulphur concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/tellurium_concentration>,eReefs,'tellurium concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/tellurium>,<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,op:ScaledQuantityKind|skos:Concept|qudt:ChemistryQuantityKind,"",tellurium concentration,"","",<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'tellurium concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/terbium_concentration>,eReefs,'terbium concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/terbium>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/lanthanide_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"",terbium concentration,"","",<http://registry.it.csiro.au/def/environment/property/lanthanide_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'terbium concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/terphenyl_4_d14_concentration>,eReefs,'4-terphenyl-d14 concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/terphenyl_4_d14>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/polycyclic_aromatic_hydrocarbon_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"",4-terphenyl-d14 concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/polycyclic_aromatic_hydrocarbon_concentration>,"","","","","","","",'4-terphenyl-d14 concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/tert-butylbenzene_concentration>,eReefs,'tert-butylbenzene concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/tert-butylbenzene>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/monocyclic_aromatic_hydrocarbon_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"",tert-butylbenzene concentration,"","",<http://registry.it.csiro.au/def/environment/property/monocyclic_aromatic_hydrocarbon_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'tert-butylbenzene concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/tetrachloroethane_1112_concentration>,eReefs,"'1,1,1,2-tetrachloroethane concentration'@en","",<http://registry.it.csiro.au/def/environment/object/tetrachloroethane_1112>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/haloalkane_concentration>|<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"","1,1,1,2-tetrachloroethane concentration","","",<http://registry.it.csiro.au/def/environment/property/haloalkane_concentration>|<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","","'1,1,1,2-tetrachloroethane concentration'@en",""
<http://registry.it.csiro.au/def/environment/property/tetrachloroethane_1122_concentration>,eReefs,"'1,1,2,2-tetrachloroethane concentration'@en","",<http://registry.it.csiro.au/def/environment/object/tetrachloroethane_1122>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/haloalkane_concentration>|<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,qudt:ChemistryQuantityKind|op:ScaledQuantityKind|skos:Concept,"","1,1,2,2-tetrachloroethane concentration","",'R130 concentration'^^xsd:string,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/haloalkane_concentration>|<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>,"","","","","","","","'1,1,2,2-tetrachloroethane concentration'@en",""
<http://registry.it.csiro.au/def/environment/property/tetrachloroethene_concentration>,eReefs,'tetrachloroethene concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/tetrachloroethene>,<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>|<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/haloalkane_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"",tetrachloroethene concentration,"",'tetrachloroethylene concentration'^^xsd:string,<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>|<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/haloalkane_concentration>,"","","","","","","",'tetrachloroethene concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/tetrachloromethane_concentration>,eReefs,'tetrachloromethane concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/tetrachloromethane>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>|<http://registry.it.csiro.au/def/environment/property/haloalkane_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,op:ScaledQuantityKind|skos:Concept|qudt:ChemistryQuantityKind,"",tetrachloromethane concentration,"",'carbon tetrachloride concentration'^^xsd:string,<http://registry.it.csiro.au/def/environment/property/haloalkane_concentration>|<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/organochlorine_concentration>,"","","","","","","",'tetrachloromethane concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/thallium_concentration>,eReefs,'thallium concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/thallium>,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/post-transition_metal_concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"",thallium concentration,"","",<http://registry.it.csiro.au/def/environment/property/post-transition_metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'thallium concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/thorium_concentration>,eReefs,'thorium concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/thorium>,<http://registry.it.csiro.au/def/environment/property/actinide_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,skos:Concept|qudt:ChemistryQuantityKind|op:ScaledQuantityKind,"",thorium concentration,"","",<http://registry.it.csiro.au/def/environment/property/actinide_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'thorium concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/thulium_concentration>,eReefs,'thulium concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/thulium>,<http://registry.it.csiro.au/def/environment/property/lanthanide_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>,op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"",thulium concentration,"","",<http://registry.it.csiro.au/def/environment/property/lanthanide_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'thulium concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/tin_concentration>,eReefs,'tin concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/tin>,<http://registry.it.csiro.au/def/environment/property/post-transition_metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"",tin concentration,"","",<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/property/post-transition_metal_concentration>,"","","","","","","",'tin concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/titanium_concentration>,eReefs,'titanium concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/titanium>,<http://registry.it.csiro.au/def/environment/property/transition_metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,op:ScaledQuantityKind|qudt:ChemistryQuantityKind|skos:Concept,"",titanium concentration,"","",<http://registry.it.csiro.au/def/environment/property/transition_metal_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'titanium concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/toluene_concentration>,eReefs,'toluene concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/toluene>,<http://registry.it.csiro.au/def/environment/property/monocyclic_aromatic_hydrocarbon_concentration>|<http://registry.it.csiro.au/def/environment/property/benzene_toluene_ethylbenzene_xylene_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"",<http://registry.it.csiro.au/def/environment/property/toluene_d8_concentration>,<http://http://registry.it.csiro.au/def/environment/unit/MicrogramsPerLitre>|<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,qudt:ChemistryQuantityKind|skos:Concept|op:ScaledQuantityKind,"",toluene concentration,"",'methylbenzene concentration'^^xsd:string,<http://registry.it.csiro.au/def/environment/property/benzene_toluene_ethylbenzene_xylene_concentration>|<http://registry.it.csiro.au/def/environment/property/monocyclic_aromatic_hydrocarbon_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","",<http://registry.it.csiro.au/def/environment/property/toluene_d8_concentration>,"",'toluene concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/toluene_d8_concentration>,eReefs,'toluene-d8 concentration'@en,"",<http://registry.it.csiro.au/def/environment/object/toluene_d8>,<http://registry.it.csiro.au/def/environment/property/toluene_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","",<http://http://registry.it.csiro.au/def/environment/unit/MilligramsPerLitre>,op:ScaledQuantityKind|skos:Concept|qudt:ChemistryQuantityKind,"",toluene-d8 concentration,"","",<http://registry.it.csiro.au/def/environment/property/toluene_concentration>|<http://qudt.org/vocab/quantity#Concentration>,"","","","","","","",'toluene-d8 concentration'@en,""
<http://registry.it.csiro.au/def/environment/property/total_plate_count>,eReefs,'bacteria total plate count'@en,"",<http://registry.it.csiro.au/def/environment/object/bacteria>,<http://qudt.org/vocab/quantity#MicrobialFormation>,"","",<http://http://registry.it.csiro.au/def/environment/unit/ColonyFormingUnitPerLitre>,skos:Concept|op:ScaledQuantityKind|qudt:BiologyQuantityKind,"",bacteria total plate count,"","",<http://qudt.org/vocab/quantity#MicrobialFormation>,"","","","","","","",'bacteria total plate count'@en,""
